country_code,year,mpd_gdp
ECU,2009,9081.3705
ECU,2010,9327.2128
ECU,2011,9985
ECU,2012,10398
ECU,2013,10760
ECU,2014,11036
ECU,2015,10905
ECU,2016,10527
ECU,2017,10637.2771
ECU,2018,10638.8251
EGY,1960,1580
EGY,1961,1643
EGY,1962,1712
EGY,1963,1785
EGY,1964,1859
EGY,1965,1934
EGY,1966,1900
EGY,1967,1835
EGY,1968,1827
EGY,1969,1914
EGY,1970,1999
EGY,1971,2045
EGY,1972,2047
EGY,1973,2063
EGY,1974,2099
EGY,1975,2265
EGY,1976,2560
EGY,1977,2817
EGY,1978,2939
EGY,1979,3076
EGY,1980,3298
EGY,1981,3309
EGY,1982,3543
EGY,1983,3701
EGY,1984,3810
EGY,1985,3939
EGY,1986,3921
EGY,1987,3929
EGY,1988,4001
EGY,1989,4030
EGY,1990,4022
EGY,1991,4180.1326
EGY,1992,4338.9538
EGY,1993,4542.6325
EGY,1994,4746.5882
EGY,1995,5001.0667
EGY,1996,5293.1005
EGY,1997,5594.5972
EGY,1998,5884.8018
EGY,1999,6211.0158
EGY,2000,6593.5318
EGY,2001,6914.9368
EGY,2002,7142.6864
EGY,2003,7365.8027
EGY,2004,7661.8599
EGY,2005,8021.8835
EGY,2006,8509.6144
EGY,2007,9130.5979
EGY,2008,9698.0166
EGY,2009,10159.0022
EGY,2010,10719.2913
EGY,2011,10737
EGY,2012,10767
EGY,2013,10775
EGY,2014,11016
EGY,2015,11159
EGY,2016,11351
EGY,2017,11619.6884
EGY,2018,11957.2122
ESP,1960,5037
ESP,1961,5587
ESP,1962,6083
ESP,1963,6639
ESP,1964,6945
ESP,1965,7420
ESP,1966,7881
ESP,1967,8215
ESP,1968,8606
ESP,1969,9307
ESP,1970,9511
ESP,1971,9894
ESP,1972,10796
ESP,1973,11638
ESP,1974,12388
ESP,1975,12621
ESP,1976,13053
ESP,1977,13342
ESP,1978,13573
ESP,1979,13681
ESP,1980,14008
ESP,1981,13895
ESP,1982,14045
ESP,1983,14237
ESP,1984,14308
ESP,1985,14690
ESP,1986,15237
ESP,1987,16268
ESP,1988,17272
ESP,1989,18359
ESP,1990,19215
ESP,1991,19958.0596
ESP,1992,20329.1677
ESP,1993,20056.5396
ESP,1994,20673.9544
ESP,1995,21522.0968
ESP,1996,22185.0668
ESP,1997,23113.6151
ESP,1998,24284.8613
ESP,1999,25549.5396
ESP,2000,26994.8601
ESP,2001,28153.5536
ESP,2002,28753.3228
ESP,2003,29371.8649
ESP,2004,30088.0926
ESP,2005,30885.602
ESP,2006,31907.4235
ESP,2007,32735.4331
ESP,2008,32844.3261
ESP,2009,31669.6906
ESP,2010,31786.404
ESP,2011,31600
ESP,2012,30699
ESP,2013,30280
ESP,2014,30819
ESP,2015,31847
ESP,2016,30110
ESP,2017,30908.1195
ESP,2018,31496.52
EST,1960,NA
EST,1961,NA
EST,1962,NA
EST,1963,NA
EST,1964,NA
EST,1965,NA
EST,1966,NA
EST,1967,NA
EST,1968,NA
EST,1969,NA
EST,1970,NA
EST,1971,NA
EST,1972,NA
EST,1973,13799
EST,1974,NA
EST,1975,NA
EST,1976,NA
EST,1977,NA
EST,1978,NA
EST,1979,NA
EST,1980,15044
EST,1981,15478
EST,1982,15927
EST,1983,16361
EST,1984,16660
EST,1985,16541
EST,1986,16866
EST,1987,16898
EST,1988,17661
EST,1989,18779
EST,1990,17247
EST,1991,15350.6349
EST,1992,13214.3876
EST,1993,12207.1842
EST,1994,12070.0606
EST,1995,12881.2785
EST,1996,13547.6609
EST,1997,15074.7755
EST,1998,15593.0051
EST,1999,15335.1063
EST,2000,16806.9746
EST,2001,17696.6101
EST,2002,18589.1495
EST,2003,19771.743
EST,2004,20803.7576
EST,2005,22518.5412
EST,2006,24578.8162
EST,2007,26177.8717
EST,2008,24429.0222
EST,2009,20538.0481
EST,2010,20713.4256
EST,2011,21997
EST,2012,23026
EST,2013,23436
EST,2014,24146
EST,2015,24493
EST,2016,24857
EST,2017,26254.202
EST,2018,27408.6649
ETH,1960,701
ETH,1961,722
ETH,1962,736
ETH,1963,818
ETH,1964,840
ETH,1965,872
ETH,1966,888
ETH,1967,907
ETH,1968,902
ETH,1969,917
ETH,1970,948
ETH,1971,968
ETH,1972,995
ETH,1973,1004
ETH,1974,993
ETH,1975,972
ETH,1976,974
ETH,1977,977
ETH,1978,952
ETH,1979,999
ETH,1980,1033
ETH,1981,1009
ETH,1982,980
ETH,1983,999
ETH,1984,956
ETH,1985,880
ETH,1986,920
ETH,1987,980
ETH,1988,969
ETH,1989,956
ETH,1990,915
ETH,1991,810.7901
ETH,1992,708.3694
ETH,1993,699.2273
ETH,1994,731.7509
ETH,1995,744.1418
ETH,1996,782.9941
ETH,1997,815.1455
ETH,1998,786.279
ETH,1999,761.9033
ETH,2000,771.7315
ETH,2001,783.8964
ETH,2002,793.9149
ETH,2003,764.5283
ETH,2004,771.4652
ETH,2005,829.2432
ETH,2006,880.6544
ETH,2007,936.3744
ETH,2008,989.9804
ETH,2009,1043.5319
ETH,2010,1106.3831
ETH,2011,1199
ETH,2012,1287
ETH,2013,1365
ETH,2014,1459
ETH,2015,1553
ETH,2016,1635
ETH,2017,1753.3181
ETH,2018,1838.4903
FIN,1960,9931
FIN,1961,10613
FIN,1962,10869
FIN,1963,11148
FIN,1964,11647
FIN,1965,12226
FIN,1966,12471
FIN,1967,12667
FIN,1968,12900
FIN,1969,14151
FIN,1970,15266
FIN,1971,15565
FIN,1972,16654
FIN,1973,17669
FIN,1974,18109
FIN,1975,18237
FIN,1976,18104
FIN,1977,18100
FIN,1978,18425
FIN,1979,19657
FIN,1980,20640
FIN,1981,20935
FIN,1982,21495
FIN,1983,21944
FIN,1984,22486
FIN,1985,23148
FIN,1986,23621
FIN,1987,24519
FIN,1988,25644
FIN,1989,27012
FIN,1990,26884
FIN,1991,25174.899
FIN,1992,24219.7606
FIN,1993,23943.7449
FIN,1994,24797.6594
FIN,1995,25761.6242
FIN,1996,26637.2657
FIN,1997,28239.8745
FIN,1998,29715.3414
FIN,1999,30986.8883
FIN,2000,32689.7689
FIN,2001,33481.6787
FIN,2002,33986.5541
FIN,2003,34607.2193
FIN,2004,35888.6132
FIN,2005,36787.2574
FIN,2006,38160.7026
FIN,2007,39998.5254
FIN,2008,40129.6533
FIN,2009,36662.6133
FIN,2010,37615.1134
FIN,2011,38432
FIN,2012,37704
FIN,2013,37246
FIN,2014,36858
FIN,2015,36836
FIN,2016,37239
FIN,2017,38366.5596
FIN,2018,38896.7005
FRA,1960,11792
FRA,1961,12302
FRA,1962,12859
FRA,1963,13330
FRA,1964,14057
FRA,1965,14609
FRA,1966,15213
FRA,1967,15792
FRA,1968,16365
FRA,1969,17352
FRA,1970,18187
FRA,1971,18881
FRA,1972,19549
FRA,1973,20441
FRA,1974,20902
FRA,1975,20653
FRA,1976,21465
FRA,1977,22177
FRA,1978,22698
FRA,1979,23326
FRA,1980,23537
FRA,1981,23655
FRA,1982,24120
FRA,1983,24300
FRA,1984,24519
FRA,1985,24755
FRA,1986,25238
FRA,1987,25756
FRA,1988,26763
FRA,1989,27576
FRA,1990,28129
FRA,1991,28294.2638
FRA,1992,28619.8041
FRA,1993,28336.1603
FRA,1994,28907.9774
FRA,1995,29418.8641
FRA,1996,29736.6448
FRA,1997,30341.8059
FRA,1998,31323.0776
FRA,1999,32284.6116
FRA,2000,33409.6815
FRA,2001,33920.0974
FRA,2002,34152.7745
FRA,2003,34292.0301
FRA,2004,35093.8241
FRA,2005,35495.4647
FRA,2006,36166.1597
FRA,2007,36845.6851
FRA,2008,36761.7921
FRA,2009,35534.9272
FRA,2010,36086.7266
FRA,2011,36691
FRA,2012,36571
FRA,2013,36632
FRA,2014,36527
FRA,2015,36827
FRA,2016,37124
FRA,2017,37895.0004
FRA,2018,38515.9193
GAB,1960,3982
GAB,1961,4415
GAB,1962,4497
GAB,1963,4599
GAB,1964,4616
GAB,1965,4626
GAB,1966,4761
GAB,1967,4882
GAB,1968,4927
GAB,1969,5252
GAB,1970,5587
GAB,1971,6027
GAB,1972,6559
GAB,1973,6935
GAB,1974,9083
GAB,1975,9985
GAB,1976,12747
GAB,1977,10849
GAB,1978,8013
GAB,1979,8091
GAB,1980,8402
GAB,1981,8625
GAB,1982,8099
GAB,1983,8281
GAB,1984,8612
GAB,1985,8131
GAB,1986,7818
GAB,1987,6320
GAB,1988,6982
GAB,1989,7422
GAB,1990,7646
GAB,1991,8296.5739
GAB,1992,8194.4995
GAB,1993,8551.0587
GAB,1994,9192.563
GAB,1995,9833.989
GAB,1996,10389.2098
GAB,1997,11202.8388
GAB,1998,11758.1601
GAB,1999,10648.0895
GAB,2000,10637.7997
GAB,2001,11104.553
GAB,2002,11141.4627
GAB,2003,11665.8323
GAB,2004,12022.5072
GAB,2005,12437.9597
GAB,2006,12342.7793
GAB,2007,13455.6125
GAB,2008,13330.2548
GAB,2009,13617.8961
GAB,2010,14926.6996
GAB,2011,16403
GAB,2012,16932
GAB,2013,17532
GAB,2014,18053
GAB,2015,18389
GAB,2016,18413
GAB,2017,17963.0127
GAB,2018,17613.5564
GBR,1960,13780
GBR,1961,14118
GBR,1962,14131
GBR,1963,14583
GBR,1964,15251
GBR,1965,15545
GBR,1966,15757
GBR,1967,16018
GBR,1968,16593
GBR,1969,16820
GBR,1970,17162
GBR,1971,17440
GBR,1972,18002
GBR,1973,19168
GBR,1974,18903
GBR,1975,18884
GBR,1976,19311
GBR,1977,19740
GBR,1978,20448
GBR,1979,20988
GBR,1980,20612
GBR,1981,20319
GBR,1982,20650
GBR,1983,21366
GBR,1984,21869
GBR,1985,22579
GBR,1986,23498
GBR,1987,24536
GBR,1988,25679
GBR,1989,26164
GBR,1990,26189
GBR,1991,25792.0128
GBR,1992,25790.1847
GBR,1993,26349.342
GBR,1994,27277.5428
GBR,1995,27861.2158
GBR,1996,28472.248200000002
GBR,1997,29259.7638
GBR,1998,30077.3845
GBR,1999,30932.5362
GBR,2000,31946.0363
GBR,2001,32660.4414
GBR,2002,33271.3025
GBR,2003,34232.4267
GBR,2004,34865.7827
GBR,2005,35623.6256
GBR,2006,36214.0688
GBR,2007,36816.6771
GBR,2008,36264.7906
GBR,2009,34402.358
GBR,2010,34754.4723
GBR,2011,34971
GBR,2012,35185
GBR,2013,35618
GBR,2014,36436
GBR,2015,36941
GBR,2016,37334
GBR,2017,37782.8283
GBR,2018,38058.0856
GEO,1960,NA
GEO,1961,NA
GEO,1962,NA
GEO,1963,NA
GEO,1964,NA
GEO,1965,NA
GEO,1966,NA
GEO,1967,NA
GEO,1968,NA
GEO,1969,NA
GEO,1970,NA
GEO,1971,NA
GEO,1972,NA
GEO,1973,9456
GEO,1974,NA
GEO,1975,NA
GEO,1976,NA
GEO,1977,NA
GEO,1978,NA
GEO,1979,NA
GEO,1980,10519
GEO,1981,11053
GEO,1982,11611
GEO,1983,12234
GEO,1984,13128
GEO,1985,13868
GEO,1986,13839
GEO,1987,13707
GEO,1988,14665
GEO,1989,14161
GEO,1990,12140
GEO,1991,9535.0506
GEO,1992,5286.9248
GEO,1993,3792.6177
GEO,1994,3463.4761
GEO,1995,3610.8408
GEO,1996,4030.8847
GEO,1997,4480.8979
GEO,1998,4619.9048
GEO,1999,4763.3506
GEO,2000,4891.6641
GEO,2001,5125.1274
GEO,2002,5406.9533
GEO,2003,6013.0092
GEO,2004,6342.7082
GEO,2005,6849.789
GEO,2006,7398.0526
GEO,2007,8300.1439
GEO,2008,8461.9173
GEO,2009,8062.0838
GEO,2010,8443.4361
GEO,2011,8946
GEO,2012,9491
GEO,2013,9829
GEO,2014,10297
GEO,2015,10603
GEO,2016,10899
GEO,2017,11430.7238
GEO,2018,11984.9049
GHA,1960,2197
GHA,1961,2212
GHA,1962,2257
GHA,1963,2270
GHA,1964,2254
GHA,1965,2220
GHA,1966,2158
GHA,1967,2134
GHA,1968,2101
GHA,1969,2112
GHA,1970,2270
GHA,1971,2377
GHA,1972,2235
GHA,1973,2227
GHA,1974,2319
GHA,1975,1988
GHA,1976,1878
GHA,1977,1882
GHA,1978,2008
GHA,1979,1929
GHA,1980,1844
GHA,1981,1820
GHA,1982,1661
GHA,1983,1487
GHA,1984,1530
GHA,1985,1559
GHA,1986,1575
GHA,1987,1605
GHA,1988,1648
GHA,1989,1685
GHA,1990,1693
GHA,1991,1742.6276
GHA,1992,1771.6004
GHA,1993,1791.1127
GHA,1994,1813.6117
GHA,1995,1856.5728
GHA,1996,1907.9348
GHA,1997,1964.9124
GHA,1998,2017.9896
GHA,1999,2066.7412
GHA,2000,2100.2931
GHA,2001,2143.1062
GHA,2002,2192.0203
GHA,2003,2256.8173
GHA,2004,2329.5157
GHA,2005,2411.2876
GHA,2006,2503.9577
GHA,2007,2553.1659
GHA,2008,2725.7884
GHA,2009,2793.8709
GHA,2010,2946.0393
GHA,2011,3283
GHA,2012,3508
GHA,2013,3683
GHA,2014,3747
GHA,2015,3809
GHA,2016,3878
GHA,2017,4103.5561
GHA,2018,4267.0667
GIN,1960,671
GIN,1961,703
GIN,1962,741
GIN,1963,689
GIN,1964,720
GIN,1965,756
GIN,1966,759
GIN,1967,767
GIN,1968,776
GIN,1969,784
GIN,1970,795
GIN,1971,822
GIN,1972,826
GIN,1973,821
GIN,1974,848
GIN,1975,854
GIN,1976,905
GIN,1977,858
GIN,1978,897
GIN,1979,869
GIN,1980,872
GIN,1981,859
GIN,1982,858
GIN,1983,850
GIN,1984,824
GIN,1985,821
GIN,1986,819
GIN,1987,826
GIN,1988,856
GIN,1989,869
GIN,1990,861
GIN,1991,827.0069
GIN,1992,833.2268
GIN,1993,862.7313
GIN,1994,882.4944
GIN,1995,906.2644
GIN,1996,927.1295
GIN,1997,976.4966
GIN,1998,1010.7919
GIN,1999,1031.3825
GIN,2000,1046.5671
GIN,2001,1090.652
GIN,2002,1148.5447
GIN,2003,1146.3353
GIN,2004,1159.825
GIN,2005,1186.6048
GIN,2006,1188.4846
GIN,2007,1253.4077
GIN,2008,1290.4037
GIN,2009,1255.2419
GIN,2010,1291.6962
GIN,2011,1347
GIN,2012,1397
GIN,2013,1421
GIN,2014,1399
GIN,2015,1364
GIN,2016,1417
GIN,2017,1562.5074
GIN,2018,1606.4666
GMB,1960,1167
GMB,1961,1318
GMB,1962,1262
GMB,1963,1232
GMB,1964,1274
GMB,1965,1368
GMB,1966,1545
GMB,1967,1548
GMB,1968,1519
GMB,1969,1629
GMB,1970,1422
GMB,1971,1376
GMB,1972,1334
GMB,1973,1411
GMB,1974,1452
GMB,1975,1497
GMB,1976,1436
GMB,1977,1417
GMB,1978,1446
GMB,1979,1360
GMB,1980,1325
GMB,1981,1521
GMB,1982,1581
GMB,1983,1482
GMB,1984,1462
GMB,1985,1451
GMB,1986,1422
GMB,1987,1406
GMB,1988,1417
GMB,1989,1407
GMB,1990,1400
GMB,1991,1390.705
GMB,1992,1391.4055
GMB,1993,1385.5908
GMB,1994,1345.035
GMB,1995,1317.2425
GMB,1996,1336.8473
GMB,1997,1308.4867
GMB,1998,1324.9245
GMB,1999,1385.6318
GMB,2000,1440.8619
GMB,2001,1495.0918
GMB,2002,1473.4007
GMB,2003,1478.9562
GMB,2004,1585.7992
GMB,2005,1541.6116
GMB,2006,1530.6844
GMB,2007,1557.8474
GMB,2008,1618.4445
GMB,2009,1692.6423
GMB,2010,1772.7269
GMB,2011,1669
GMB,2012,1725
GMB,2013,1767
GMB,2014,1743
GMB,2015,1786
GMB,2016,1788
GMB,2017,1819.4099
GMB,2018,1882.2399
GNB,1960,800
GNB,1961,851
GNB,1962,899
GNB,1963,932
GNB,1964,1027
GNB,1965,1097
GNB,1966,1165
GNB,1967,1232
GNB,1968,1270
GNB,1969,1333
GNB,1970,1395
GNB,1971,1333
GNB,1972,1412
GNB,1973,1411
GNB,1974,1458
GNB,1975,1479
GNB,1976,1443
GNB,1977,1317
GNB,1978,1465
GNB,1979,1468
GNB,1980,1207
GNB,1981,1173
GNB,1982,1195
GNB,1983,1129
GNB,1984,1162
GNB,1985,1184
GNB,1986,1146
GNB,1987,1183
GNB,1988,1235
GNB,1989,1259
GNB,1990,1270
GNB,1991,1282.7288
GNB,1992,1287.2765
GNB,1993,1280.342
GNB,1994,1284.927
GNB,1995,1310.1873
GNB,1996,1337.4676
GNB,1997,1388.1027
GNB,1998,1130.8127
GNB,1999,1256.0825
GNB,2000,1230.6406
GNB,2001,1233.072
GNB,2002,1196.2325
GNB,2003,1181.9435
GNB,2004,1194.6708
GNB,2005,1226.5609
GNB,2006,1233.8132
GNB,2007,1252.5739
GNB,2008,1270.7228
GNB,2009,1292.0293
GNB,2010,1329.3724
GNB,2011,1413
GNB,2012,1361
GNB,2013,1378
GNB,2014,1355
GNB,2015,1393
GNB,2016,1436
GNB,2017,1482.9693
GNB,2018,1501.4136
GNQ,1960,1101
GNQ,1961,1191
GNQ,1962,1310
GNQ,1963,1486
GNQ,1964,1690
GNQ,1965,1898
GNQ,1966,1953
GNQ,1967,2058
GNQ,1968,2102
GNQ,1969,2015
GNQ,1970,1934
GNQ,1971,1989
GNQ,1972,2007
GNQ,1973,2204
GNQ,1974,2466
GNQ,1975,3080
GNQ,1976,3453
GNQ,1977,3668
GNQ,1978,3451
GNQ,1979,2882
GNQ,1980,2613
GNQ,1981,2603
GNQ,1982,2533
GNQ,1983,2534
GNQ,1984,2437
GNQ,1985,2662
GNQ,1986,2534
GNQ,1987,2579
GNQ,1988,2577
GNQ,1989,2479
GNQ,1990,2474
GNQ,1991,2427.8802
GNQ,1992,2690.6331
GNQ,1993,2880.204
GNQ,1994,3081.1525
GNQ,1995,3364.6326
GNQ,1996,4426.3378
GNQ,1997,8445.645
GNQ,1998,9712.2262
GNQ,1999,11690.1352
GNQ,2000,12914.8513
GNQ,2001,21167.7414
GNQ,2002,24845.0422
GNQ,2003,27571.159
GNQ,2004,33419.8858
GNQ,2005,35569.7076
GNQ,2006,36615.7057
GNQ,2007,41277.7557
GNQ,2008,47562.3195
GNQ,2009,47161.2847
GNQ,2010,42037.8974
GNQ,2011,43841
GNQ,2012,46255
GNQ,2013,43209
GNQ,2014,41907
GNQ,2015,37822
GNQ,2016,33317
GNQ,2017,31047.8288
GNQ,2018,28528.953
GRC,1960,5015
GRC,1961,5408
GRC,1962,5577
GRC,1963,6122
GRC,1964,6601
GRC,1965,7187
GRC,1966,7570
GRC,1967,7892
GRC,1968,8394
GRC,1969,9191
GRC,1970,9900
GRC,1971,10559
GRC,1972,11795
GRC,1973,12202
GRC,1974,11716
GRC,1975,12309
GRC,1976,12919
GRC,1977,13158
GRC,1978,13860
GRC,1979,14193
GRC,1980,14300
GRC,1981,14180
GRC,1982,14153
GRC,1983,14132
GRC,1984,14453
GRC,1985,14850
GRC,1986,15047
GRC,1987,14944
GRC,1988,15596
GRC,1989,16117
GRC,1990,15964
GRC,1991,16409.6894
GRC,1992,16545.9638
GRC,1993,16331.3147
GRC,1994,16724.2881
GRC,1995,17148.1972
GRC,1996,17719.5574
GRC,1997,18588.2955
GRC,1998,19378.7099
GRC,1999,20076.5594
GRC,2000,20965.3318
GRC,2001,21913.7977
GRC,2002,22893.9591
GRC,2003,24380.0663
GRC,2004,25780.3851
GRC,2005,26091.5242
GRC,2006,27731.1109
GRC,2007,28822.9156
GRC,2008,28907.925
GRC,2009,27839.8975
GRC,2010,26517.4651
GRC,2011,24349
GRC,2012,22693
GRC,2013,22118
GRC,2014,22344
GRC,2015,22442
GRC,2016,22574
GRC,2017,22959.1219
GRC,2018,23450.7658
GTM,1960,3496
GTM,1961,3532
GTM,1962,3543
GTM,1963,3762
GTM,1964,3814
GTM,1965,3900
GTM,1966,4033
GTM,1967,4114
GTM,1968,4385
GTM,1969,4497
GTM,1970,4653
GTM,1971,4801
GTM,1972,5037
GTM,1973,5255
GTM,1974,5461
GTM,1975,5439
GTM,1976,5705
GTM,1977,6005
GTM,1978,6156
GTM,1979,6298
GTM,1980,6384
GTM,1981,6256
GTM,1982,5903
GTM,1983,5585
GTM,1984,5469
GTM,1985,5292
GTM,1986,5136
GTM,1987,5098
GTM,1988,5086
GTM,1989,5144
GTM,1990,5165
GTM,1991,5166.5499
GTM,1992,5303.5985
GTM,1993,5382.9787
GTM,1994,5414.5412
GTM,1995,5501.0422
GTM,1996,5511.9047
GTM,1997,5601.2075
GTM,1998,5730.6458
GTM,1999,5824.8833
GTM,2000,5860.2719
GTM,2001,5882.7197
GTM,2002,5980.242
GTM,2003,6004.1447
GTM,2004,6070.1942
GTM,2005,6130.4823
GTM,2006,6305.8186
GTM,2007,6545.7524
GTM,2008,6604.6824
GTM,2009,6488.6462
GTM,2010,6526.4576
GTM,2011,6650
GTM,2012,6714
GTM,2013,6829
GTM,2014,6981
GTM,2015,7138
GTM,2016,7221
GTM,2017,7308.2695
GTM,2018,7402.1146
HKG,1960,5088
HKG,1961,5169
HKG,1962,5780
HKG,1963,6381
HKG,1964,6664
HKG,1965,7414
HKG,1966,7412
HKG,1967,7474
HKG,1968,7696
HKG,1969,8534
HKG,1970,9250
HKG,1971,9787
HKG,1972,10632
HKG,1973,11717
HKG,1974,11719
HKG,1975,11456
HKG,1976,12929
HKG,1977,13986
HKG,1978,14689
HKG,1979,15903
HKG,1980,17086
HKG,1981,18301
HKG,1982,18527
HKG,1983,19349
HKG,1984,21042
HKG,1985,20883
HKG,1986,22823
HKG,1987,25414
HKG,1988,27063
HKG,1989,27377
HKG,1990,27960
HKG,1991,29008.6989
HKG,1992,30202.5394
HKG,1993,31242.1989
HKG,1994,32219.3573
HKG,1995,31941.9087
HKG,1996,32261.8037
HKG,1997,33385.8194
HKG,1998,30866.4285
HKG,1999,31134.1663
HKG,2000,32894.0108
HKG,2001,32734.2005
HKG,2002,33038.15
HKG,2003,33594.3163
HKG,2004,36052.9912
HKG,2005,38191.8984
HKG,2006,40172.8544
HKG,2007,42230.8863
HKG,2008,42635.4803
HKG,2009,41076.2343
HKG,2010,43170.5515
HKG,2011,44532
HKG,2012,44904
HKG,2013,46040
HKG,2014,47038
HKG,2015,47777
HKG,2016,48330
HKG,2017,49918.6025
HKG,2018,50839.371400000004
HND,1960,2147
HND,1961,2130
HND,1962,2174
HND,1963,2177
HND,1964,2209
HND,1965,2314
HND,1966,2364
HND,1967,2410
HND,1968,2463
HND,1969,2396
HND,1970,2391
HND,1971,2404
HND,1972,2448
HND,1973,2544
HND,1974,2797
HND,1975,2764
HND,1976,2954
HND,1977,3153
HND,1978,3346
HND,1979,3382
HND,1980,3282
HND,1981,3231
HND,1982,3076
HND,1983,2947
HND,1984,2968
HND,1985,2982
HND,1986,2898
HND,1987,2970
HND,1988,3009
HND,1989,3045
HND,1990,2960
HND,1991,2993.124
HND,1992,3094.5478
HND,1993,3216.8805
HND,1994,3105.972
HND,1995,3163.8263
HND,1996,3210.2703
HND,1997,3303.2675
HND,1998,3332.9067
HND,1999,3215.1847
HND,2000,3335.7154
HND,2001,3365.233
HND,2002,3431.2512
HND,2003,3527.1218
HND,2004,3686.6669
HND,2005,3851.0554
HND,2006,4045.2976
HND,2007,4237.302
HND,2008,4358.7629
HND,2009,4200.1605
HND,2010,4305.892
HND,2011,4421
HND,2012,4518
HND,2013,4561
HND,2014,4620
HND,2015,4706
HND,2016,4796
HND,2017,4941.2991
HND,2018,5041.6354
HRV,1960,5067
HRV,1961,5404
HRV,1962,5509
HRV,1963,6059
HRV,1964,6591
HRV,1965,6741
HRV,1966,7184
HRV,1967,7382
HRV,1968,7667
HRV,1969,8209
HRV,1970,8751
HRV,1971,9414
HRV,1972,9631
HRV,1973,9969
HRV,1974,10786
HRV,1975,11053
HRV,1976,11469
HRV,1977,12385
HRV,1978,13265
HRV,1979,13994
HRV,1980,14193
HRV,1981,14182
HRV,1982,14123
HRV,1983,13841
HRV,1984,14104
HRV,1985,14067
HRV,1986,14416
HRV,1987,14362
HRV,1988,14207
HRV,1989,13959
HRV,1990,12948
HRV,1991,10296.1907
HRV,1992,9331.8927
HRV,1993,8739.5402
HRV,1994,9352.584
HRV,1995,10180.2515
HRV,1996,11030.0793
HRV,1997,11997.5931
HRV,1998,12476.0465
HRV,1999,12579.8768
HRV,2000,13244.5407
HRV,2001,13817.6808
HRV,2002,14683.8377
HRV,2003,15740.4986
HRV,2004,16628.5744
HRV,2005,17581.3584
HRV,2006,18707.4909
HRV,2007,19984.0374
HRV,2008,20717.3157
HRV,2009,19501.5886
HRV,2010,19511.3503
HRV,2011,19813
HRV,2012,19441
HRV,2013,19298
HRV,2014,19284
HRV,2015,19698
HRV,2016,20376
HRV,2017,21232.3607
HRV,2018,22012.3147
HTI,1960,1809
HTI,1961,1702
HTI,1962,1828
HTI,1963,1675
HTI,1964,1604
HTI,1965,1588
HTI,1966,1546
HTI,1967,1482
HTI,1968,1510
HTI,1969,1527
HTI,1970,1567
HTI,1971,1651
HTI,1972,1635
HTI,1973,1678
HTI,1974,1742
HTI,1975,1726
HTI,1976,1835
HTI,1977,1808
HTI,1978,1859
HTI,1979,1959
HTI,1980,2063
HTI,1981,1964
HTI,1982,1855
HTI,1983,1835
HTI,1984,1803
HTI,1985,1776
HTI,1986,1729
HTI,1987,1682
HTI,1988,1701
HTI,1989,1619
HTI,1990,1602
HTI,1991,1628.7188
HTI,1992,1535.9707
HTI,1993,1443.1808
HTI,1994,1262.3371
HTI,1995,1378.5417
HTI,1996,1426.4126
HTI,1997,1456.2339
HTI,1998,1480.5769
HTI,1999,1513.3318
HTI,2000,1520.7292
HTI,2001,1501.1025
HTI,2002,1494.1837
HTI,2003,1495.8921
HTI,2004,1439.2077
HTI,2005,1461.8
HTI,2006,1493.0382
HTI,2007,1541.7674
HTI,2008,1555.4932
HTI,2009,1604.1127
HTI,2010,1556.5504
HTI,2011,1648
HTI,2012,1674
HTI,2013,1722
HTI,2014,1749
HTI,2015,1742
HTI,2016,1728
HTI,2017,1725.6064
HTI,2018,1729.0432
HUN,1960,5816
HUN,1961,6083
HUN,1962,6315
HUN,1963,6644
HUN,1964,6994
HUN,1965,7029
HUN,1966,7406
HUN,1967,7801
HUN,1968,7865
HUN,1969,8069
HUN,1970,8015
HUN,1971,8349
HUN,1972,8505
HUN,1973,8920
HUN,1974,9111
HUN,1975,9253
HUN,1976,9231
HUN,1977,9765
HUN,1978,9967
HUN,1979,9964
HUN,1980,10052
HUN,1981,10123
HUN,1982,10493
HUN,1983,10401
HUN,1984,10696
HUN,1985,10452
HUN,1986,10678
HUN,1987,10861
HUN,1988,11207
HUN,1989,11003
HUN,1990,10296
HUN,1991,9255.9096
HUN,1992,9153.9208
HUN,1993,9294.464
HUN,1994,9772.2235
HUN,1995,10134.8339
HUN,1996,10359.1814
HUN,1997,10942.3259
HUN,1998,11663.0285
HUN,1999,12316.724
HUN,2000,13129.2731
HUN,2001,13933.5613
HUN,2002,14899.3063
HUN,2003,15829.8999
HUN,2004,16999.0055
HUN,2005,18140.6174
HUN,2006,19253.0631
HUN,2007,19763.7907
HUN,2008,20380.6318
HUN,2009,19461.0703
HUN,2010,20036.3347
HUN,2011,20886
HUN,2012,20631
HUN,2013,21126
HUN,2014,22040
HUN,2015,22788
HUN,2016,23279
HUN,2017,24349.9582
HUN,2018,25622.8123
IDN,1960,1613
IDN,1961,1690
IDN,1962,1653
IDN,1963,1557
IDN,1964,1583
IDN,1965,1567
IDN,1966,1535
IDN,1967,1470
IDN,1968,1580
IDN,1969,1739
IDN,1970,1882
IDN,1971,1946
IDN,1972,2117
IDN,1973,2375
IDN,1974,2439
IDN,1975,2386
IDN,1976,2536
IDN,1977,2670
IDN,1978,2727
IDN,1979,2810
IDN,1980,2981
IDN,1981,3119
IDN,1982,2941
IDN,1983,2994
IDN,1984,3134
IDN,1985,3143
IDN,1986,3269
